radar_rcs_dbsm,radar_alt_m,radar_speed_mps,radar_closing_kmpm,radar_range_km,radar_wind_align,mdop_detected,rf_present,rf_class,truth,threat_level,group_id,rf_class_commercial,rf_class_custom_encrypted,pre_classified,pre_reason,stage1_threat_level,stage2_predicted_threat
-7.594329740425357,867.5276324588347,4.697939734935786,0.1581553356208154,4.57,0.9999999925648216,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.639136824494675,867.3235903169049,7.259801564795698,-2.3576462601775194,4.65,0.9999999930295203,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.594329740425357,867.2847151622873,6.059159179919821,1.319943428792829,4.61,0.9999999934395486,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.639136824494675,867.3235903169049,6.002115265782769,0.0895800721986717,4.61,0.9999999938040182,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.594329740425357,867.5276324588347,6.797797127162801,0.8101508518802447,4.58,0.9999999941301223,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.5495226563560385,867.3235903169049,4.8463438247406225,-1.1469456293607294,4.62,0.9999999944236163,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.3077304659983255,867.7316746007643,4.141498961685335,1.5990270430357345,4.59,0.9999999949305604,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.4286265611771825,867.5276324588347,5.659079463213535,-0.8917719860897755,4.62,0.9999999951509706,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.3077304659983255,867.3235903169049,6.102077408758188,-0.9173745000434419,4.65,0.9999999953530136,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.4286265611771825,867.5276324588347,2.5229792011208096,1.6581336435133665,4.59,0.9999999955388931,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.594329740425357,867.5276324588347,4.6743737381819885,0.11147081943904347,4.62,0.9999999958693453,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.5495226563560385,867.3235903169049,4.984321469373887,2.251279869479683,4.54,0.9999999960168684,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.594329740425357,867.2847151622873,5.623003664961723,-3.332650401833437,4.65,0.9999999961542182,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.5495226563560385,867.2458400076696,4.242337442085461,-0.02950973558070835,4.65,0.9999999962824107,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.3077304659983255,866.4534634213919,5.534968562995028,0.8729855580749746,4.61,0.99999999651476,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.296133986139237,866.3468130035606,4.610409685407104,1.4136399013953493,4.56,0.9999999966203735,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.284537506280148,866.4534634213919,4.5405392602947,0.39024433119980273,4.55,0.9999999967197744,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.296133986139237,866.3468130035606,3.8696972972069426,0.14952295281589478,4.55,0.9999999968134948,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.284537506280148,866.4534634213919,5.3537295322859935,-3.0280450432962525,4.65,0.999999996902009,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.112967501793416,866.3468130035606,4.785180399818688,1.3437248674344815,4.61,0.9999999969857384,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.284537506280148,866.4534634213919,5.771309579831247,-0.4065080637075802,4.62,0.999999997065061,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-7.296133986139237,866.3468130035606,4.865283753834124,1.028577614022046,4.59,0.999999997140316,0,0,none,balloon,LOW,s42_T00,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.90251527081135,88.73074507322302,0.0,0.0,2.43,0.0,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-18.196282336114326,85.94109789427262,10.395831363645629,-0.2236293391727706,2.44,0.9999999580137933,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.52741812473738,86.63453205929626,14.60319025466791,-0.1676172508643159,2.35,0.9999999860045974,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.407654289097017,84.5383190453695,14.60290220013194,0.7512618968590168,2.32,0.9999999895034479,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.779987633880214,83.91080586146728,15.955335162596956,-0.1270161462103614,2.32,0.9999999916027583,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.407654289097017,84.5383190453695,13.11607281802813,1.0623226286140808,2.28,0.9999999930022986,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.155084779954183,84.13747786176125,8.777486592498954,-0.9263204013497761,2.31,0.9999999940019703,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.407654289097017,84.5383190453695,12.804435299226862,2.43089082180576,2.23,0.999999994751724,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.22038537765625,85.43206744058892,8.344475847221814,-1.3716143297623162,2.28,0.9999999953348656,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.033116466215482,86.32581583580833,12.274213299431787,2.7703552249944874,2.19,0.9999999958013792,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.90251527081135,86.32581583580833,10.045743964517666,2.663980447722989,2.19,0.9999999965011492,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.967815868513416,87.52828045451568,12.506372073486972,2.4982483798597377,2.11,0.9999999967702916,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.033116466215482,88.73074507322302,11.50005650627188,-0.06468187556344596,2.11,0.9999999970009851,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.017304145937494,88.7927932174246,13.250884583108348,1.5605249417456202,2.06,0.9999999972009194,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.00149182565951,88.73074507322302,11.99545270099337,-0.1388206413079729,2.06,0.9999999973758619,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.017304145937494,88.7927932174246,11.544689685024471,0.6905706432127667,2.04,0.999999997530223,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.00149182565951,88.85484136162619,9.329863450779646,-1.7274121499761508,2.1,0.9999999976674326,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.017304145937494,89.41371065024305,10.392418727220578,1.756307375301298,2.04,0.9999999977901993,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.00149182565951,88.85484136162619,12.141428264252442,2.667106293294712,1.95,0.9999999979006895,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.95200354823543,89.41371065024305,10.334516429240862,-1.5833292222916007,2.0,0.999999998000657,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.00149182565951,88.85484136162619,12.446279954885192,3.2566107153578727,1.89,0.9999999980915361,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.017304145937494,89.41371065024305,12.524473365146083,0.778543375509968,1.86,0.9999999981745127,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.00149182565951,88.85484136162619,10.504731348654486,-2.0897914844164966,1.93,0.9999999982505747,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.95200354823543,89.41371065024305,11.1782864018927,1.5563128269435111,1.88,0.9999999983205515,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.90251527081135,88.85484136162619,12.458688102017403,2.915276079111604,1.78,0.9999999983851459,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.847017168009785,89.41371065024305,11.186109921701231,-1.6550342779482707,1.84,0.9999999984449552,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.90251527081135,89.9725799388599,12.027214050724725,2.3285086801880217,1.76,0.9999999985004926,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.95200354823543,89.97464558652476,11.956684504641482,0.6183661069235358,1.74,0.9999999985521998,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.90251527081135,89.9725799388599,11.696364764552337,-0.02370095883515999,1.74,0.9999999986004597,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.847017168009785,89.97464558652476,10.854284394830263,-0.5698818300339581,1.76,0.9999999986456061,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.95200354823543,89.97464558652476,12.715494747955969,3.7742040671504617,1.61,0.9999999987276907,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-20.00149182565951,89.97671123418964,11.329890103866848,-1.910016413720339,1.67,0.9999999987651116,0,0,none,bird,LOW,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.95200354823543,89.98030594762719,11.503083282097167,0.7781929576702162,1.64,0.999999998800394,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.912479333678462,89.97464558652476,11.579696938599218,1.587539044857782,1.58,0.9999999988652375,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.90251527081135,89.97671123418964,11.756657220191688,1.0284750105245344,1.55,0.9999999988950997,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-19.912479333678462,89.97464558652476,13.05590507526119,3.535767483411194,1.43,0.9999999989234305,0,0,none,bird,MEDIUM,s42_T01,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.855150293149094,46.339074871078495,0.0,0.0,1.51,0.0,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.855150293149094,43.92894128668725,15.00032213256796,2.572768986772609,1.48,0.9999999702652957,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-24.050370598135245,41.35441717146935,8.398513511605712,-2.457333687790968,1.56,0.9999999801768636,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.86250789845667,36.64330377365513,7.836080576810849,1.3506789334446823,1.55,0.9999999881061181,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.855150293149094,38.77989305625146,5.2726572422242,0.268881898063853,1.54,0.9999999900884318,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.86250789845667,36.64330377365513,6.800331581137736,-1.0684011034126328,1.58,0.9999999915043701,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.86986550376424,38.77989305625146,5.716382176082372,-0.10301918226637063,1.58,0.9999999925663238,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.894196438836246,36.732571234586345,7.599029927516357,2.048541263626713,1.51,0.9999999933922877,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.86986550376424,38.77989305625146,9.744253030626345,-0.9575492363801708,1.54,0.9999999940530591,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.86250789845667,39.709067562362534,7.3274938957006786,-0.655119392503698,1.56,0.99999999459369,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.86986550376424,40.63824206847361,6.749083397442082,3.8592796282454866,1.43,0.9999999950442159,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.894196438836246,41.17556878481589,6.905164003303879,-4.419291115590553,1.58,0.9999999954254299,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.918527373908255,40.63824206847361,8.966161853579939,2.6368538059460134,1.49,0.9999999957521851,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.894196438836246,40.37729714725748,7.5266252112084215,0.18733073384622267,1.48,0.9999999960353724,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.918527373908255,40.11635222604136,7.527515642569281,-0.1619103561470414,1.49,0.9999999962831617,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.92233419207369,40.11452900151028,8.832174524282385,1.6232168824504734,1.44,0.9999999965017993,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.918527373908255,40.1127057769792,6.477018898496693,-1.2273848801567633,1.48,0.9999999966961438,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.92233419207369,40.11452900151028,8.601897960880303,1.617200113479469,1.43,0.9999999968700308,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-22.926141010239128,40.11635222604136,8.096266809972361,-2.348501989336107,1.51,0.9999999970265294,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.01181389277565,40.19693230494026,8.190504488188967,1.6117467661095652,1.46,0.9999999971681234,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.09748677531217,40.11635222604136,8.136932297348153,-0.6993730407299226,1.48,0.999999997296845,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.136776575123534,40.11452900151028,6.438232923594901,0.4845475447527581,1.46,0.9999999974143735,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.176066374934894,40.1127057769792,7.750227937214878,-0.016837368198705516,1.46,0.9999999975221079,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.243109990855757,39.62521382688401,6.652102848511754,-0.7598233524249487,1.49,0.9999999976212235,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.176066374934894,39.137721876788824,7.965867995151796,2.090605706894877,1.42,0.999999997712715,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.136776575123534,38.95880746652014,8.189117596072592,-3.224335927970392,1.53,0.9999999977974293,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.09748677531217,39.137721876788824,5.707834982907971,1.0232975000397904,1.5,0.9999999978760925,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.01181389277565,39.62521382688401,8.166974678388126,1.678839506050771,1.44,0.9999999979493305,0,0,none,bird,MEDIUM,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
-23.055524885906205,40.1127057769792,7.67041790248171,-0.6133204002339432,1.46,0.9999999980176861,0,0,none,bird,LOW,s42_T03,0,0,True,로터 마이크로도플러 및 RF 방사 미검출 -> 능동 추진/통신 신호 없음 -> 규칙 기반 LOW 확정,LOW,LOW
